ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
selkup-2_and-1-1,selkup-2_and-1,ɑ.j,2309,False,expert,Syrjaenen2013,,,
udmurt-2_and-1-1,udmurt-2_and-1,i,2303,False,expert,Syrjaenen2013,,,
udmurt-2_and-2-1,udmurt-2_and-2,d.ɑ,2312,False,expert,Syrjaenen2013,,,
erzya-2_and-2-1,erzya-2_and-2,d.i,2312,False,expert,Syrjaenen2013,,,
erzya-3_animal-1-1,erzya-3_animal-1,ʑ.v.e.rʲ,1,False,expert,Syrjaenen2013,,,
erzya-3_animal-2-1,erzya-3_animal-2,r.ɑ.k.ʃ.ɑ,2321,False,expert,Syrjaenen2013,,,
ingrian-3_animal-1-1,ingrian-3_animal-1,e.l.o.ɡ̥.ɑ.z,2317,False,expert,Syrjaenen2013,,,
komipermyak-3_animal-1-1,komipermyak-3_animal-1,v.ɤ.r.p.i,2326,False,expert,Syrjaenen2013,,,
komizyrian-3_animal-1-1,komizyrian-3_animal-1,z.vʲ.e.r,1,False,expert,Syrjaenen2013,,,
komizyrian-3_animal-2-1,komizyrian-3_animal-2,p.e.m.ɤ.s,2324,False,expert,Syrjaenen2013,,,
nganasan-3_animal-1-1,nganasan-3_animal-1,dʲ.ɑ.m.ə.ð.ə,2328,False,expert,Syrjaenen2013,,,
selkup-3_animal-1-1,selkup-3_animal-1,s.uː.r.ə.m,2323,False,expert,Syrjaenen2013,,,
udmurt-3_animal-1-1,udmurt-3_animal-1,p.ɤ.j.ʃ.u.r,2325,False,expert,Syrjaenen2013,,,
erzya-4_ashes-1-1,erzya-4_ashes-1,k.u.l.o.v,2336,False,expert,Syrjaenen2013,,,
ingrian-4_ashes-1-1,ingrian-4_ashes-1,p.o.r.o,2330,False,expert,Syrjaenen2013,,,
komipermyak-4_ashes-1-1,komipermyak-4_ashes-1,p.ɤ.j.i.m,2333,False,expert,Syrjaenen2013,,,
komizyrian-4_ashes-1-1,komizyrian-4_ashes-1,p.ɤ.j.i.m,2333,False,expert,Syrjaenen2013,,,
nganasan-4_ashes-1-1,nganasan-4_ashes-1,t.uː._.dʲ.o.ə.ʔ,2337,False,expert,Syrjaenen2013,,,
selkup-4_ashes-1-1,selkup-4_ashes-1,ɕ.iː.m.ə,2335,False,expert,Syrjaenen2013,,,
udmurt-4_ashes-1-1,udmurt-4_ashes-1,p.e.ɲ,2333,False,expert,Syrjaenen2013,,,
erzya-5_at-1-1,erzya-5_at-1,k.e.dʲ.s.e,2340,False,expert,Syrjaenen2013,,,
erzya-5_at-2-1,erzya-5_at-2,p.e.ʎ.e,2343,False,expert,Syrjaenen2013,,,
ingrian-5_at-1-1,ingrian-5_at-1,l.oː.n,2338,False,expert,Syrjaenen2013,,,
komipermyak-5_at-1-1,komipermyak-5_at-1,s.ɑ.j.ɯ.n,2348,False,expert,Syrjaenen2013,,,
komipermyak-5_at-2-1,komipermyak-5_at-2,d.ɯ.n.ɯ.n,2351,False,expert,Syrjaenen2013,,,
komizyrian-5_at-1-1,komizyrian-5_at-1,d.o.r.ɯ.n,2341,False,expert,Syrjaenen2013,,,
komizyrian-5_at-2-1,komizyrian-5_at-2,o.r.d.ɯ.n,2342,False,expert,Syrjaenen2013,,,
selkup-5_at-1-1,selkup-5_at-1,n.ɑː.n.ə,2347,False,expert,Syrjaenen2013,,,
udmurt-5_at-1-1,udmurt-5_at-1,d.o.r.ɯ.n,2341,False,expert,Syrjaenen2013,,,
udmurt-5_at-2-1,udmurt-5_at-2,u.r.t.s.ɯ.n,2342,False,expert,Syrjaenen2013,,,
erzya-8_bark-1-1,erzya-8_bark-1,k.e.rʲ,2352,False,expert,Syrjaenen2013,,,
erzya-8_bark-2-1,erzya-8_bark-2,s.u.d,2354,False,expert,Syrjaenen2013,,,
ingrian-8_bark-1-1,ingrian-8_bark-1,k.oː.r.i,2352,False,expert,Syrjaenen2013,,,
komipermyak-8_bark-1-1,komipermyak-8_bark-1,k.ɑ.tɕ,2356,False,expert,Syrjaenen2013,,,
komizyrian-8_bark-1-1,komizyrian-8_bark-1,k.ɯ.r.ɕ,2352,False,expert,Syrjaenen2013,,,
nganasan-8_bark-1-1,nganasan-8_bark-1,k.ɑ.s.u,2356,False,expert,Syrjaenen2013,,,
selkup-8_bark-1-1,selkup-8_bark-1,q.ɑː.s.ə,2356,False,expert,Syrjaenen2013,,,
udmurt-8_bark-1-1,udmurt-8_bark-1,k.u.r,2352,False,expert,Syrjaenen2013,,,
udmurt-8_bark-2-1,udmurt-8_bark-2,s.u.l,2354,False,expert,Syrjaenen2013,,,
erzya-9_because-1-1,erzya-9_because-1,ɕ.e.k.s,2360,False,expert,Syrjaenen2013,,,
erzya-9_because-2-1,erzya-9_because-2,ɕ.e.k.s._.m.e.k.s,2360,False,expert,Syrjaenen2013,,,
ingrian-9_because-1-1,ingrian-9_because-1,s.e.n.t.æː,2,False,expert,Syrjaenen2013,,,
ingrian-9_because-2-1,ingrian-9_because-2,s.e.n.t.æː,2,False,expert,Syrjaenen2013,,,
ingrian-9_because-3-1,ingrian-9_because-3,s.e.m._.p.e.r.æ.s.t,2363,False,expert,Syrjaenen2013,,,
komipermyak-9_because-1-1,komipermyak-9_because-1,ɕ.i.dʑ._.k.ɯ.dʑ,2369,False,expert,Syrjaenen2013,,,
komipermyak-9_because-2-1,komipermyak-9_because-2,d.ɑ,2368,False,expert,Syrjaenen2013,,,
komizyrian-9_because-1-1,komizyrian-9_because-1,s.ɯ._.p.o.n.d.ɑ,2359,False,expert,Syrjaenen2013,,,
komizyrian-9_because-2-1,komizyrian-9_because-2,s.ɯ._.v.ɤ.s.n.ɑ,2364,False,expert,Syrjaenen2013,,,
nganasan-9_because-1-1,nganasan-9_because-1,ɲ.iː.ð.ə,2367,False,expert,Syrjaenen2013,,,
nganasan-9_because-2-1,nganasan-9_because-2,s.u.ə.b.ə.s.ɯ,2370,False,expert,Syrjaenen2013,,,
udmurt-9_because-1-1,udmurt-9_because-1,m.ɑ.l.ɯ._.k.e._.ʃ.u.o.n.o,2365,False,expert,Syrjaenen2013,,,
erzya-10_belly-1-1,erzya-10_belly-1,p.e.k.e,3,False,expert,Syrjaenen2013,,,
ingrian-10_belly-1-1,ingrian-10_belly-1,v.ɑ.t.s.ɑ,2371,False,expert,Syrjaenen2013,,,
komipermyak-10_belly-1-1,komipermyak-10_belly-1,k.ɯ.n.ɤ.m,2384,False,expert,Syrjaenen2013,,,
komizyrian-10_belly-1-1,komizyrian-10_belly-1,r.u.ʃ._.k.u,2377,False,expert,Syrjaenen2013,,,
nganasan-10_belly-1-1,nganasan-10_belly-1,tʃ.ɑ.j.b.ə,2374,False,expert,Syrjaenen2013,,,
selkup-10_belly-1-1,selkup-10_belly-1,p.e.r.k.ə,3,False,expert,Syrjaenen2013,,,
udmurt-10_belly-1-1,udmurt-10_belly-1,k.ɤ.t,2372,False,expert,Syrjaenen2013,,,
erzya-11_big-1-1,erzya-11_big-1,p.o.k.ʃ,2389,False,expert,Syrjaenen2013,,,
ingrian-11_big-1-1,ingrian-11_big-1,s.uː.r,2385,False,expert,Syrjaenen2013,,,
komipermyak-11_big-1-1,komipermyak-11_big-1,ɯ.dʒ.ɯ.t,2388,False,expert,Syrjaenen2013,,,
komizyrian-11_big-1-1,komizyrian-11_big-1,ɯ.dʒ.ɯ.d,2388,False,expert,Syrjaenen2013,,,
nganasan-11_big-1-1,nganasan-11_big-1,ɑ.n.i.ʔ.ə,2393,False,expert,Syrjaenen2013,,,
selkup-11_big-1-1,selkup-11_big-1,u.ə̠.r.q.ə,2391,False,expert,Syrjaenen2013,,,
udmurt-11_big-1-1,udmurt-11_big-1,b.ɑ.dʑ.dʑ.ɯ.m,2392,False,expert,Syrjaenen2013,,,
erzya-12_bird-1-1,erzya-12_bird-1,n.ɑ.r.m.u.ɲ,2395,False,expert,Syrjaenen2013,,,
ingrian-12_bird-1-1,ingrian-12_bird-1,l.i.n.d̥.u,2394,False,expert,Syrjaenen2013,,,
komipermyak-12_bird-1-1,komipermyak-12_bird-1,k.ɑ.j,2403,False,expert,Syrjaenen2013,,,
komizyrian-12_bird-1-1,komizyrian-12_bird-1,k.i.t.s.ɑ,2397,False,expert,Syrjaenen2013,,,
komizyrian-12_bird-2-1,komizyrian-12_bird-2,l.e.b.ɑ.tɕ,2398,False,expert,Syrjaenen2013,,,
nganasan-12_bird-1-1,nganasan-12_bird-1,t.ə.i.b.əː,2402,False,expert,Syrjaenen2013,,,
selkup-12_bird-1-1,selkup-12_bird-1,t.i.l.tʃ.ə.t.i._.s.uː.r.ə.m,2402,False,expert,Syrjaenen2013,,,
selkup-12_bird-2-1,selkup-12_bird-2,s.uː.r.ə.m,2400,False,expert,Syrjaenen2013,,,
udmurt-12_bird-1-1,udmurt-12_bird-1,t.ɯ.l.o.b.u.r.d.o,2401,False,expert,Syrjaenen2013,,,
erzya-14_black-1-1,erzya-14_black-1,r.ɑ.u.ʒ.o,2405,False,expert,Syrjaenen2013,,,
ingrian-14_black-1-1,ingrian-14_black-1,m.u.s.t.ɑ,2404,False,expert,Syrjaenen2013,,,
komipermyak-14_black-1-1,komipermyak-14_black-1,ɕ.ɤ.d,2407,False,expert,Syrjaenen2013,,,
komizyrian-14_black-1-1,komizyrian-14_black-1,ɕ.ɤ.d,2407,False,expert,Syrjaenen2013,,,
nganasan-14_black-1-1,nganasan-14_black-1,t.u.s.ɑ.j.k.ɑ.ʔ.ɑ,2410,False,expert,Syrjaenen2013,,,
selkup-14_black-1-1,selkup-14_black-1,s.æː.q.ə,2409,False,expert,Syrjaenen2013,,,
udmurt-14_black-1-1,udmurt-14_black-1,ɕ.ɤ.d,2407,False,expert,Syrjaenen2013,,,
erzya-15_blood-1-1,erzya-15_blood-1,v.e.rʲ,2411,False,expert,Syrjaenen2013,,,
ingrian-15_blood-1-1,ingrian-15_blood-1,v.e.r.i,2411,False,expert,Syrjaenen2013,,,
komipermyak-15_blood-1-1,komipermyak-15_blood-1,v.i.r,2411,False,expert,Syrjaenen2013,,,
komizyrian-15_blood-1-1,komizyrian-15_blood-1,v.i.r,2411,False,expert,Syrjaenen2013,,,
nganasan-15_blood-1-1,nganasan-15_blood-1,k.ɑ.m,2413,False,expert,Syrjaenen2013,,,
selkup-15_blood-1-1,selkup-15_blood-1,k.ɤ.m,2413,False,expert,Syrjaenen2013,,,
udmurt-15_blood-1-1,udmurt-15_blood-1,v.i.r,2411,False,expert,Syrjaenen2013,,,
ingrian-16_blow-1-1,ingrian-16_blow-1,p.u.h.ɑ.d̥.ɑ,5,False,expert,Syrjaenen2013,,,
komipermyak-16_blow-1-1,komipermyak-16_blow-1,p.ɤ.ʎ.t.n.ɯ,5,False,expert,Syrjaenen2013,,,
komizyrian-16_blow-1-1,komizyrian-16_blow-1,p.ɤ.ʎ.ɑ.l.n.ɯ,5,False,expert,Syrjaenen2013,,,
nganasan-16_blow-1-1,nganasan-16_blow-1,h.y.ə.l.ə.s.ɑ,4,False,expert,Syrjaenen2013,,,
selkup-16_blow-1-1,selkup-16_blow-1,p.uː,5,False,expert,Syrjaenen2013,,,
udmurt-16_blow-1-1,udmurt-16_blow-1,p.e.ʎ.t.ɯ.n.ɯ,5,False,expert,Syrjaenen2013,,,
udmurt-16_blow-2-1,udmurt-16_blow-2,t.ɤ.l.ɑ.n.ɯ,2417,False,expert,Syrjaenen2013,,,
erzya-16_blow-1-1,erzya-16_blow-1,p.u.v.ɑ.m.s,5,False,expert,Syrjaenen2013,,,
erzya-17_bone-1-1,erzya-17_bone-1,l.o.v.ɑ.ʒ.ɑ,2418,False,expert,Syrjaenen2013,,,
erzya-17_bone-2-1,erzya-17_bone-2,p.ɑ.k.ɑ.rʲ,2419,False,expert,Syrjaenen2013,,,
ingrian-17_bone-1-1,ingrian-17_bone-1,l.uː,2418,False,expert,Syrjaenen2013,,,
komipermyak-17_bone-1-1,komipermyak-17_bone-1,l.ɯ,2418,False,expert,Syrjaenen2013,,,
komipermyak-17_bone-2-1,komipermyak-17_bone-2,k.o.s.k.ɑ,2420,False,expert,Syrjaenen2013,,,
komizyrian-17_bone-1-1,komizyrian-17_bone-1,l.ɯ,2418,False,expert,Syrjaenen2013,,,
nganasan-17_bone-1-1,nganasan-17_bone-1,l.ɑ.t.əː,2418,False,expert,Syrjaenen2013,,,
selkup-17_bone-1-1,selkup-17_bone-1,l.ɯː,2418,False,expert,Syrjaenen2013,,,
udmurt-17_bone-1-1,udmurt-17_bone-1,l.ɯ,2418,False,expert,Syrjaenen2013,,,
erzya-18_breast-1-1,erzya-18_breast-1,m.e.ʃ.tʲ.e,2422,False,expert,Syrjaenen2013,,,
erzya-18_breast-2-1,erzya-18_breast-2,p.o.tʲ.e,2428,False,expert,Syrjaenen2013,,,
ingrian-18_breast-1-1,ingrian-18_breast-1,r.i.n.d̥.ɑ,2421,False,expert,Syrjaenen2013,,,
komipermyak-18_breast-1-1,komipermyak-18_breast-1,m.o.r.o.s,2424,False,expert,Syrjaenen2013,,,
komizyrian-18_breast-1-1,komizyrian-18_breast-1,m.o.r.ɤ.s,2424,False,expert,Syrjaenen2013,,,
nganasan-18_breast-1-1,nganasan-18_breast-1,ɕ.i.n.ɕ.ə,2429,False,expert,Syrjaenen2013,,,
udmurt-18_breast-1-1,udmurt-18_breast-1,ɡ.ɑ.dʲ,2425,False,expert,Syrjaenen2013,,,
selkup-18_breast-1-1,selkup-18_breast-1,k.ɯː.l.ə,2427,False,expert,Syrjaenen2013,,,
erzya-19_breathe-1-1,erzya-19_breathe-1,ʎ.e.k.ɕ.e.m.s,2432,False,expert,Syrjaenen2013,,,
ingrian-19_breathe-1-1,ingrian-19_breathe-1,h.e.ŋ.ɡ̥.i.t.t.æː,2430,False,expert,Syrjaenen2013,,,
komipermyak-19_breathe-1-1,komipermyak-19_breathe-1,l.o.l.ɑ.v.n.ɯ,2434,False,expert,Syrjaenen2013,,,
komizyrian-19_breathe-1-1,komizyrian-19_breathe-1,l.o.l.ɑ.v.n.ɯ,2434,False,expert,Syrjaenen2013,,,
nganasan-19_breathe-1-1,nganasan-19_breathe-1,b.ɑ.tʃ.ə.dʲ.ɑ,2431,False,expert,Syrjaenen2013,,,
selkup-19_breathe-1-1,selkup-19_breathe-1,k.u.ə̠.j,6,False,expert,Syrjaenen2013,,,
udmurt-19_breathe-1-1,udmurt-19_breathe-1,ʃ.o.k.ɑ.n.ɯ,2435,False,expert,Syrjaenen2013,,,
udmurt-19_breathe-2-1,udmurt-19_breathe-2,l.u.l.dʑ.ɯ.n.ɯ,2434,False,expert,Syrjaenen2013,,,
erzya-20_burn-1-1,erzya-20_burn-1,p.ɑ.l.o.m.s,2436,False,expert,Syrjaenen2013,,,
ingrian-20_burn-1-1,ingrian-20_burn-1,p.ɑ.lː.ɑː,2436,False,expert,Syrjaenen2013,,,
komipermyak-20_burn-1-1,komipermyak-20_burn-1,s.o.tɕ.tɕ.ɯ.n.ɯ,2440,False,expert,Syrjaenen2013,,,
komizyrian-20_burn-1-1,komizyrian-20_burn-1,l.o.m.ɑ.v.n.ɯ,2438,False,expert,Syrjaenen2013,,,
komizyrian-20_burn-2-1,komizyrian-20_burn-2,s.o.tʲ.tɕ.ɯ.n.ɯ,2440,False,expert,Syrjaenen2013,,,
selkup-20_burn-1-1,selkup-20_burn-1,ɑ.m,2443,False,expert,Syrjaenen2013,,,
udmurt-20_burn-1-1,udmurt-20_burn-1,dʒ.u.ɑ.n.ɯ,2440,False,expert,Syrjaenen2013,,,
erzya-23_cloud-1-1,erzya-23_cloud-1,p.e.ʎ,2444,False,expert,Syrjaenen2013,,,
ingrian-23_cloud-1-1,ingrian-23_cloud-1,p.i.l.v.i,2444,False,expert,Syrjaenen2013,,,
komipermyak-23_cloud-1-1,komipermyak-23_cloud-1,k.ɯ.m.ɤ.r,2445,False,expert,Syrjaenen2013,,,
komizyrian-23_cloud-1-1,komizyrian-23_cloud-1,k.ɯ.m.ɤ.r,2445,False,expert,Syrjaenen2013,,,
nganasan-23_cloud-1-1,nganasan-23_cloud-1,tʃ.i.ə.ð.u,7,False,expert,Syrjaenen2013,,,
selkup-23_cloud-1-1,selkup-23_cloud-1,t.iː.t.t.ə,7,False,expert,Syrjaenen2013,,,
udmurt-23_cloud-1-1,udmurt-23_cloud-1,p.i.ʎ.e.m,2444,False,expert,Syrjaenen2013,,,
ingrian-23_cloud-2-1,ingrian-23_cloud-2,t.uː.tː.s.ɑ,7,False,expert,Syrjaenen2013,,,
erzya-23_cloud-2-1,erzya-23_cloud-2,k.o.v.o.l,2445,False,expert,Syrjaenen2013,,,
erzya-24_cold-1-1,erzya-24_cold-1,k.e.ʎ.m.e,2448,False,expert,Syrjaenen2013,,,
ingrian-24_cold-1-1,ingrian-24_cold-1,k.y.l.m.æ,2448,False,expert,Syrjaenen2013,,,
ingrian-24_cold-2-1,ingrian-24_cold-2,k.uː.m.ɑ,2455,False,expert,Syrjaenen2013,,,
komipermyak-24_cold-1-1,komipermyak-24_cold-1,k.ɤ.dʑ.ɯ.t,2450,False,expert,Syrjaenen2013,,,
komizyrian-24_cold-1-1,komizyrian-24_cold-1,k.ɤ.dʑ.ɯ.d,2450,False,expert,Syrjaenen2013,,,
nganasan-24_cold-1-1,nganasan-24_cold-1,tʃ.ə.ɕ.i.ɕ.i,2453,False,expert,Syrjaenen2013,,,
selkup-24_cold-1-1,selkup-24_cold-1,t.ɑ.ɕ.ɕ.u,2453,False,expert,Syrjaenen2013,,,
udmurt-24_cold-1-1,udmurt-24_cold-1,k.e.ʑ.ɯ.t,2450,False,expert,Syrjaenen2013,,,
erzya-25_come-1-1,erzya-25_come-1,s.ɑ.m.s,2457,False,expert,Syrjaenen2013,,,
ingrian-25_come-1-1,ingrian-25_come-1,t.u.l.l.ɑ,2456,False,expert,Syrjaenen2013,,,
komipermyak-25_come-1-1,komipermyak-25_come-1,l.o.k.n.ɯ,2459,False,expert,Syrjaenen2013,,,
komizyrian-25_come-1-1,komizyrian-25_come-1,v.o.n.ɯ,2458,False,expert,Syrjaenen2013,,,
komizyrian-25_come-2-1,komizyrian-25_come-2,l.o.k.n.ɯ,2459,False,expert,Syrjaenen2013,,,
selkup-25_come-1-1,selkup-25_come-1,t.yː,2456,False,expert,Syrjaenen2013,,,
udmurt-25_come-1-1,udmurt-25_come-1,v.u.ɯ.n.ɯ,2458,False,expert,Syrjaenen2013,,,
udmurt-25_come-2-1,udmurt-25_come-2,l.ɯ.k.t.ɯ.n.ɯ,2459,False,expert,Syrjaenen2013,,,
nganasan-25_come-1-1,nganasan-25_come-1,t.u.j.ɕ.ɑ,2456,False,expert,Syrjaenen2013,,,
erzya-26_count-1-1,erzya-26_count-1,l.o.v.o.m.s,8,False,expert,Syrjaenen2013,,,
ingrian-26_count-1-1,ingrian-26_count-1,l.ɑ.s.k.i.ɑ,2462,False,expert,Syrjaenen2013,,,
komipermyak-26_count-1-1,komipermyak-26_count-1,l.ɯ.dʲ.dʲ.ɯ.n.ɯ,2463,False,expert,Syrjaenen2013,,,
komizyrian-26_count-1-1,komizyrian-26_count-1,l.ɯ.dʲ.dʲ.ɯ.n.ɯ,2463,False,expert,Syrjaenen2013,,,
nganasan-26_count-1-1,nganasan-26_count-1,t.u.ə.b.t.u.s.ɑ,2464,False,expert,Syrjaenen2013,,,
selkup-26_count-1-1,selkup-26_count-1,t.oː.r,9,False,expert,Syrjaenen2013,,,
udmurt-26_count-1-1,udmurt-26_count-1,l.ɯ.dʑ.dʑ.ɯ.n.ɯ,2463,False,expert,Syrjaenen2013,,,
erzya-27_cut-1-1,erzya-27_cut-1,n.ɑ.r.ɑ.m.s,2467,False,expert,Syrjaenen2013,,,
erzya-27_cut-2-1,erzya-27_cut-2,p.e.tʃ.k.e.m.s,2468,False,expert,Syrjaenen2013,,,
komipermyak-27_cut-1-1,komipermyak-27_cut-1,v.u.n.d.ɑ.v.n.ɯ,2470,False,expert,Syrjaenen2013,,,
komipermyak-27_cut-2-1,komipermyak-27_cut-2,ʃ.ɤ.r.ɯ.ʃ.t.n.ɯ,2471,False,expert,Syrjaenen2013,,,
komizyrian-27_cut-1-1,komizyrian-27_cut-1,v.u.n.d.ɯ.n.ɯ,2470,False,expert,Syrjaenen2013,,,
komizyrian-27_cut-2-1,komizyrian-27_cut-2,ʃ.ɯ.r.n.ɯ,2471,False,expert,Syrjaenen2013,,,
selkup-27_cut-1-1,selkup-27_cut-1,m.ɑ.tʃ.ə,2473,False,expert,Syrjaenen2013,,,
udmurt-27_cut-1-1,udmurt-27_cut-1,v.ɑ.n.d.ɯ.n.ɯ,2470,False,expert,Syrjaenen2013,,,
udmurt-27_cut-2-1,udmurt-27_cut-2,ʃ.o.r.ɯ.n.ɯ,2471,False,expert,Syrjaenen2013,,,
ingrian-27_cut-1-1,ingrian-27_cut-1,l.e.i.ɡ̥.ɑ.d̥.ɑ,2466,False,expert,Syrjaenen2013,,,
ingrian-27_cut-2-1,ingrian-27_cut-2,h.ø.l.v.æ.d̥.æ,2475,False,expert,Syrjaenen2013,,,
nganasan-27_cut-1-1,nganasan-27_cut-1,m.ə.t.u.dʲ.ɑ,2473,False,expert,Syrjaenen2013,,,
erzya-29_die-1-1,erzya-29_die-1,k.u.l.o.m.s,2476,False,expert,Syrjaenen2013,,,
ingrian-29_die-1-1,ingrian-29_die-1,k.oː.l.l.ɑ,2476,False,expert,Syrjaenen2013,,,
komipermyak-29_die-1-1,komipermyak-29_die-1,k.u.v.n.ɯ,2476,False,expert,Syrjaenen2013,,,
komizyrian-29_die-1-1,komizyrian-29_die-1,k.u.v.n.ɯ,2476,False,expert,Syrjaenen2013,,,
nganasan-29_die-1-1,nganasan-29_die-1,dʲ.ɑ.ŋ.ɡ.u.m.s.ɑ,2478,False,expert,Syrjaenen2013,,,
selkup-29_die-1-1,selkup-29_die-1,q.uː,2476,False,expert,Syrjaenen2013,,,
udmurt-29_die-1-1,udmurt-29_die-1,k.u.l.ɯ.n.ɯ,2476,False,expert,Syrjaenen2013,,,
nganasan-29_die-2-1,nganasan-29_die-2,k.u.ə.dʲ.ɑ,2476,False,expert,Syrjaenen2013,,,
ingrian-30_dig-1-1,ingrian-30_dig-1,k.ɑ.i.v.ɑː,2479,False,expert,Syrjaenen2013,,,
nganasan-30_dig-1-1,nganasan-30_dig-1,ɕ.i.r.k.ə.dʲ.i,2490,False,expert,Syrjaenen2013,,,
udmurt-30_dig-1-1,udmurt-30_dig-1,k.o.p.ɑ.n.ɯ,2484,False,expert,Syrjaenen2013,,,
erzya-30_dig-1-1,erzya-30_dig-1,tʃ.u.v.o.m.s,10,False,expert,Syrjaenen2013,,,
erzya-30_dig-2-1,erzya-30_dig-2,tʃ.u.p.o.ɲ.e.m.s,10,False,expert,Syrjaenen2013,,,
komipermyak-30_dig-1-1,komipermyak-30_dig-1,ɡ.ɑ.r.j.ɯ.n.ɯ,2489,False,expert,Syrjaenen2013,,,
komizyrian-30_dig-1-1,komizyrian-30_dig-1,ɡ.o.d.n.ɯ,2483,False,expert,Syrjaenen2013,,,
selkup-30_dig-1-1,selkup-30_dig-1,t.i.l.ə,2488,False,expert,Syrjaenen2013,,,
udmurt-30_dig-2-1,udmurt-30_dig-2,ɡ.u.d.ɯ.n.ɯ,2483,False,expert,Syrjaenen2013,,,
komipermyak-31_dirty-1-1,komipermyak-31_dirty-1,ɲ.ɑ.tʲ.ɤ.ɕ,2498,False,expert,Syrjaenen2013,,,
erzya-31_dirty-1-1,erzya-31_dirty-1,k.ɑ.r.ɡ.o.tɕ,2494,False,expert,Syrjaenen2013,,,
erzya-31_dirty-2-1,erzya-31_dirty-2,r.u.d.ɑ.z.o.v,2495,False,expert,Syrjaenen2013,,,
ingrian-31_dirty-1-1,ingrian-31_dirty-1,r.e.u.ɡ̥.ɑ.z,2491,False,expert,Syrjaenen2013,,,
ingrian-31_dirty-2-1,ingrian-31_dirty-2,m.u.s.t.ɑ,2493,False,expert,Syrjaenen2013,,,
komizyrian-31_dirty-1-1,komizyrian-31_dirty-1,ɕ.ɤ.d,2497,False,expert,Syrjaenen2013,,,
komizyrian-31_dirty-2-1,komizyrian-31_dirty-2,ɲ.ɑ.tʲ,2498,False,expert,Syrjaenen2013,,,
nganasan-31_dirty-1-1,nganasan-31_dirty-1,ɲ.e.ɡ.ɯ.k.u,2504,False,expert,Syrjaenen2013,,,
selkup-31_dirty-1-1,selkup-31_dirty-1,tʃ.ɑ.m,2501,False,expert,Syrjaenen2013,,,
udmurt-31_dirty-1-1,udmurt-31_dirty-1,k.ɯ.r.ɕ,2492,False,expert,Syrjaenen2013,,,
udmurt-31_dirty-2-1,udmurt-31_dirty-2,ɕ.ɤ.d,2497,False,expert,Syrjaenen2013,,,
komipermyak-32_dog-1-1,komipermyak-32_dog-1,p.o.n,11,False,expert,Syrjaenen2013,,,
erzya-32_dog-1-1,erzya-32_dog-1,p.i.ɲ.e,11,False,expert,Syrjaenen2013,,,
erzya-32_dog-2-1,erzya-32_dog-2,k.i.s.k.ɑ,2507,False,expert,Syrjaenen2013,,,
