ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Palaung-12_bird-1,,Palaung,12_bird,sim,sim,s i m,,Nagaraja2013,12_bird_a,False,^s i m$,default
Khmu-12_bird-1,,Khmu,12_bird,siːm,siːm,s iː m,,Nagaraja2013,12_bird_a,False,^s iː m$,default
Khasi-13_tobite-1,,Khasi,13_tobite,daʲt,daʲt,d ai̯ t,,Nagaraja2013,13_tobite_a,False,^d aʲ t$,default
Lyngngam-13_tobite-1,,Lyngngam,13_tobite,kɨnnap,kɨnnap,k ɨ nː a p,,Nagaraja2013,13_tobite_b,False,^k ɨ nn a p$,default
PnarJaintia-13_tobite-1,,PnarJaintia,13_tobite,dait,dait,d a i t,,Nagaraja2013,13_tobite_a,False,^d a i t$,default
WarLamin-13_tobite-1,,WarLamin,13_tobite,hit,hit,h i t,,Nagaraja2013,13_tobite_c,False,^h i t$,default
Palaung-13_tobite-1,,Palaung,13_tobite,gaʔ,gaʔ,g a ʔ,,Nagaraja2013,13_tobite_d,False,^g a ʔ$,default
Khmu-13_tobite-1,,Khmu,13_tobite,pok,pok,p o k,,Nagaraja2013,13_tobite_e,False,^p o k$,default
Khasi-14_black-1,,Khasi,14_black,joŋ,joŋ,j o ŋ,,Nagaraja2013,14_black_a,False,^j o ŋ$,default
Lyngngam-14_black-1,,Lyngngam,14_black,ɨnɲoŋ,ɨnɲoŋ,ɨ ɲ o ŋ,,Nagaraja2013,14_black_a,False,^ɨ n ɲ o ŋ$,default
PnarJaintia-14_black-1,,PnarJaintia,14_black,jɔŋ,jɔŋ,j ɔ ŋ,,Nagaraja2013,14_black_a,False,^j ɔ ŋ$,default
WarLamin-14_black-1,,WarLamin,14_black,priŋ,priŋ,p r i ŋ,,Nagaraja2013,14_black_b,False,^p r i ŋ$,default
Palaung-14_black-1,,Palaung,14_black,jəm,jəm,j ə m,,Nagaraja2013,14_black_c,False,^j ə m$,default
Khmu-14_black-1,,Khmu,14_black,hiəŋ,hiəŋ,h i ə ŋ,,Nagaraja2013,14_black_d,False,^h i ə ŋ$,default
Khasi-15_blood-1,,Khasi,15_blood,snam,snam,s a m,,Nagaraja2013,15_blood_a,False,^s n a m$,default
Lyngngam-15_blood-1,,Lyngngam,15_blood,snam,snam,s a m,,Nagaraja2013,15_blood_a,False,^s n a m$,default
PnarJaintia-15_blood-1,,PnarJaintia,15_blood,snam,snam,s a m,,Nagaraja2013,15_blood_a,False,^s n a m$,default
WarLamin-15_blood-1,,WarLamin,15_blood,rnʊə,rnʊə,r ʊ ə,,Nagaraja2013,15_blood_a,False,^r n ʊ ə$,default
Palaung-15_blood-1,,Palaung,15_blood,hnam,hnam,h a m,,Nagaraja2013,15_blood_a,False,^h n a m$,default
Khmu-15_blood-1,,Khmu,15_blood,maːm,maːm,m aː m,,Nagaraja2013,15_blood_a,False,^m aː m$,default
Khasi-16_blow-1,,Khasi,16_blow,pɨrsat,pɨrsat,p ɨ r s a t,,Nagaraja2013,16_blow_a,False,^p ɨ rs a t$,default
Lyngngam-16_blow-1,,Lyngngam,16_blow,pʰɨnnur,pʰɨnnur,pʰ ɨ nː u r,,Nagaraja2013,16_blow_b,False,^pʰ ɨ nn u r$,default
PnarJaintia-16_blow-1,,PnarJaintia,16_blow,slu,slu,s l u,,Nagaraja2013,16_blow_c,False,^s l u$,default
WarLamin-16_blow-1,,WarLamin,16_blow,pet,pet,p e t,,Nagaraja2013,16_blow_d,False,^p e t$,default
Palaung-16_blow-1,,Palaung,16_blow,put,put,p u t,,Nagaraja2013,16_blow_d,False,^p u t$,default
Khmu-16_blow-1,,Khmu,16_blow,hur,hur,h u r,,Nagaraja2013,16_blow_e,False,^h u r$,default
Khasi-17_bone-1,,Khasi,17_bone,ʃʔeŋ,ʃʔeŋ,ʃ ʔ e ŋ,,Nagaraja2013,17_bone_a,False,^ʃ ʔ e ŋ$,default
Lyngngam-17_bone-1,,Lyngngam,17_bone,cʔeŋ,cʔeŋ,c ʔ e ŋ,,Nagaraja2013,17_bone_a,False,^c ʔ e ŋ$,default
PnarJaintia-17_bone-1,,PnarJaintia,17_bone,ʧʔeiɲ,ʧʔeiɲ,tʃ ʔ e i ɲ,,Nagaraja2013,17_bone_a,False,^ʧ ʔ e i ɲ$,default
WarLamin-17_bone-1,,WarLamin,17_bone,ʧɪəʔ,ʧɪəʔ,tʃ ɪ ə ʔ,,Nagaraja2013,17_bone_a,False,^ʧ ɪ ə ʔ$,default
Palaung-17_bone-1,,Palaung,17_bone,kəʔaŋ,kəʔaŋ,k ə ʔ a ŋ,,Nagaraja2013,17_bone_a,False,^k ə ʔ a ŋ$,default
Khmu-17_bone-1,,Khmu,17_bone,cəʔaːŋ,cəʔaːŋ,c ə ʔ aː ŋ,,Nagaraja2013,17_bone_a,False,^c ə ʔ aː ŋ$,default
Khasi-18_breathe-1,,Khasi,18_breathe,riŋ mɨnsiem,riŋ mɨnsiem,r i ŋ + m ɨ n s i e m,,Nagaraja2013,18_breathe_a,False,^r i ŋ + m ɨ ns i e m$,default
Lyngngam-18_breathe-1,,Lyngngam,18_breathe,riŋ ɨnsom,riŋ ɨnsom,r i ŋ + ɨ n s o m,,Nagaraja2013,18_breathe_a,False,^r i ŋ + ɨ ns o m$,default
PnarJaintia-18_breathe-1,,PnarJaintia,18_breathe,rɪɲ mn̩seim,rɪɲ mn̩seim,r ɪ ɲ + m n̩ s e i m,,Nagaraja2013,18_breathe_a,False,^r ɪ ɲ + m n̩s e i m$,default
WarLamin-18_breathe-1,,WarLamin,18_breathe,reŋ hənsʊ,reŋ hənsʊ,r e ŋ + h ə n s ʊ,,Nagaraja2013,18_breathe_a,False,^r e ŋ + h ə ns ʊ$,default
Palaung-18_breathe-1,,Palaung,18_breathe,pʰɯm,pʰɯm,pʰ ɯ m,,Nagaraja2013,18_breathe_a,False,^pʰ ɯ m$,default
Khmu-18_breathe-1,,Khmu,18_breathe,hrɲɨəm,hrɲɨəm,h r ɲ ɨ ə m,,Nagaraja2013,18_breathe_a,False,^h r ɲ ɨ ə m$,default
Khasi-19_burn-1,,Khasi,19_burn,tʰaŋ,tʰaŋ,tʰ a ŋ,,Nagaraja2013,19_burn_a,False,^tʰ a ŋ$,default
Lyngngam-19_burn-1,,Lyngngam,19_burn,ɨntʰaŋ / tʰɨnnəŋ,ɨntʰaŋ,ɨ tʰ a ŋ,,Nagaraja2013,19_burn_a,False,^ɨ n tʰ a ŋ$,default
Lyngngam-19_burn-2,,Lyngngam,19_burn,ɨntʰaŋ / tʰɨnnəŋ,tʰɨnnəŋ,tʰ ɨ nː ə ŋ,,Nagaraja2013,19_burn_a,False,^tʰ ɨ nn ə ŋ$,default
PnarJaintia-19_burn-1,,PnarJaintia,19_burn,tʰaŋ,tʰaŋ,tʰ a ŋ,,Nagaraja2013,19_burn_a,False,^tʰ a ŋ$,default
WarLamin-19_burn-1,,WarLamin,19_burn,ɵaŋ,ɵaŋ,ɵ/θ a ŋ,,Nagaraja2013,19_burn_a,False,^ɵ a ŋ$,default
Palaung-19_burn-1,,Palaung,19_burn,gut,gut,g u t,,Nagaraja2013,19_burn_b,False,^g u t$,default
Khmu-19_burn-1,,Khmu,19_burn,pɔːk,pɔːk,p ɔː k,,Nagaraja2013,19_burn_c,False,^p ɔː k$,default
Khasi-20_child-1,,Khasi,20_child,kʰun,kʰun,kʰ u n,,Nagaraja2013,20_child_a,False,^kʰ u n$,default
Lyngngam-20_child-1,,Lyngngam,20_child,kʰon,kʰon,kʰ o n,,Nagaraja2013,20_child_a,False,^kʰ o n$,default
PnarJaintia-20_child-1,,PnarJaintia,20_child,kʰɔn,kʰɔn,kʰ ɔ n,,Nagaraja2013,20_child_a,False,^kʰ ɔ n$,default
WarLamin-20_child-1,,WarLamin,20_child,hʊn,hʊn,h ʊ n,,Nagaraja2013,20_child_a,False,^h ʊ n$,default
Palaung-20_child-1,,Palaung,20_child,kuən,kuən,k u ə n,,Nagaraja2013,20_child_a,False,^k u ə n$,default
Khmu-20_child-1,,Khmu,20_child,kɔːn,kɔːn,k ɔː n,,Nagaraja2013,20_child_a,False,^k ɔː n$,default
Khasi-21_cloud-1,,Khasi,21_cloud,lʔoʔ,lʔoʔ,l ʔ o ʔ,,Nagaraja2013,21_cloud_a,False,^l ʔ o ʔ$,default
Lyngngam-21_cloud-1,,Lyngngam,21_cloud,lʔoʔ,lʔoʔ,l ʔ o ʔ,,Nagaraja2013,21_cloud_a,False,^l ʔ o ʔ$,default
PnarJaintia-21_cloud-1,,PnarJaintia,21_cloud,lʔɔʔ,lʔɔʔ,l ʔ ɔ ʔ,,Nagaraja2013,21_cloud_a,False,^l ʔ ɔ ʔ$,default
WarLamin-21_cloud-1,,WarLamin,21_cloud,ləmpem,ləmpem,l ə m p e m,,Nagaraja2013,21_cloud_b,False,^l ə m p e m$,default
Palaung-21_cloud-1,,Palaung,21_cloud,ut,ut,u t,,Nagaraja2013,21_cloud_c,False,^u t$,default
Khmu-21_cloud-1,,Khmu,21_cloud,həmpuːt,həmpuːt,h ə m p uː t,,Nagaraja2013,21_cloud_d,False,^h ə m p uː t$,default
Khasi-22_cold-1,,Khasi,22_cold,kʰriat,kʰriat,kʰ r i a t,,Nagaraja2013,22_cold_a,False,^kʰ r i a t$,default
Lyngngam-22_cold-1,,Lyngngam,22_cold,bɨnsir,bɨnsir,b ɨ n s i r,,Nagaraja2013,22_cold_b,False,^b ɨ ns i r$,default
PnarJaintia-22_cold-1,,PnarJaintia,22_cold,kdʒam,kdʒam,k dʒ a m,,Nagaraja2013,22_cold_c,False,^k dʒ a m$,default
WarLamin-22_cold-1,,WarLamin,22_cold,ktjam,ktjam,k t j a m,,Nagaraja2013,22_cold_c,False,^k t j a m$,default
Palaung-22_cold-1,,Palaung,22_cold,kat,kat,k a t,,Nagaraja2013,22_cold_d,False,^k a t$,default
Khmu-22_cold-1,,Khmu,22_cold,huːc,huːc,h uː c,,Nagaraja2013,22_cold_e,False,^h uː c$,default
Khasi-23_come-1,,Khasi,23_come,wan,wan,w a n,,Nagaraja2013,23_come_a,False,^w a n$,default
Lyngngam-23_come-1,,Lyngngam,23_come,lɨnnar,lɨnnar,l ɨ nː a r,,Nagaraja2013,23_come_b,False,^l ɨ nn a r$,default
PnarJaintia-23_come-1,,PnarJaintia,23_come,wan,wan,w a n,,Nagaraja2013,23_come_a,False,^w a n$,default
WarLamin-23_come-1,,WarLamin,23_come,"va, van",va,v a,,Nagaraja2013,23_come_a,False,^v a$,default
WarLamin-23_come-2,,WarLamin,23_come,"va, van",van,v a n,,Nagaraja2013,23_come_a,False,^v a n$,default
Palaung-23_come-1,,Palaung,23_come,"hluh, rɔt",hluh,h l u h,,Nagaraja2013,23_come_c,False,^h l u h$,default
Palaung-23_come-2,,Palaung,23_come,"hluh, rɔt",rɔt,r ɔ t,,Nagaraja2013,23_come_c,False,^r ɔ t$,default
Khmu-23_come-1,,Khmu,23_come,gaːj,gaːj,g aːi̯,,Nagaraja2013,23_come_d,False,^g aːj $,default
Khasi-24_count-1,,Khasi,24_count,ɲjaw,ɲjaw,ɲ j a w,,Nagaraja2013,24_count_a,False,^ɲ j a w$,default
Lyngngam-24_count-1,,Lyngngam,24_count,cʰɨnnan,cʰɨnnan,cʰ ɨ nː a n,,Nagaraja2013,24_count_b,False,^cʰ ɨ nn a n$,default
PnarJaintia-24_count-1,,PnarJaintia,24_count,niaw,niaw,n i a w,,Nagaraja2013,24_count_a,False,^n i a w$,default
WarLamin-24_count-1,,WarLamin,24_count,ʧaː,ʧaː,tʃ aː,,Nagaraja2013,24_count_c,False,^ʧ aː$,default
Palaung-24_count-1,,Palaung,24_count,dir,dir,d i r,,Nagaraja2013,24_count_d,False,^d i r$,default
Khmu-24_count-1,,Khmu,24_count,nap,nap,n a p,,Nagaraja2013,24_count_e,False,^n a p$,default
Khasi-25_cut-1,,Khasi,25_cut,kʰap,kʰap,kʰ a p,,Nagaraja2013,25_cut_a,False,^kʰ a p$,default
Lyngngam-25_cut-1,,Lyngngam,25_cut,kʰɨnnap,kʰɨnnap,kʰ ɨ nː a p,,Nagaraja2013,25_cut_a,False,^kʰ ɨ nn a p$,default
PnarJaintia-25_cut-1,,PnarJaintia,25_cut,aʔ,aʔ,a ʔ,,Nagaraja2013,25_cut_b,False,^a ʔ$,default
WarLamin-25_cut-1,,WarLamin,25_cut,pam,pam,p a m,,Nagaraja2013,25_cut_c,False,^p a m$,default
Palaung-25_cut-1,,Palaung,25_cut,set,set,s e t,,Nagaraja2013,25_cut_d,False,^s e t$,default
Khmu-25_cut-1,,Khmu,25_cut,paːt,paːt,p aː t,,Nagaraja2013,25_cut_e,False,^p aː t$,default
Khasi-26_day-1,,Khasi,26_day,sŋi,sŋi,s ŋ i,,Nagaraja2013,26_day_a,False,^s ŋ i$,default
Lyngngam-26_day-1,,Lyngngam,26_day,sŋej,sŋej,s ŋ ei̯,,Nagaraja2013,26_day_a,False,^s ŋ ej $,default
PnarJaintia-26_day-1,,PnarJaintia,26_day,sŋi,sŋi,s ŋ i,,Nagaraja2013,26_day_a,False,^s ŋ i$,default
WarLamin-26_day-1,,WarLamin,26_day,ʃŋaː,ʃŋaː,ʃ ŋ aː,,Nagaraja2013,26_day_a,False,^ʃ ŋ aː$,default
Palaung-26_day-1,,Palaung,26_day,səŋi,səŋi,s ə ŋ i,,Nagaraja2013,26_day_a,False,^s ə ŋ i$,default
Khmu-26_day-1,,Khmu,26_day,siʔ,siʔ,s i ʔ,,Nagaraja2013,26_day_b,False,^s i ʔ$,default
Khasi-27_die-1,,Khasi,27_die,jap,jap,j a p,,Nagaraja2013,27_die_a,False,^j a p$,default
Lyngngam-27_die-1,,Lyngngam,27_die,ɲinnap,ɲinnap,ɲ i nː a p,,Nagaraja2013,27_die_a,False,^ɲ i nn a p$,default
PnarJaintia-27_die-1,,PnarJaintia,27_die,jap,jap,j a p,,Nagaraja2013,27_die_a,False,^j a p$,default
WarLamin-27_die-1,,WarLamin,27_die,jip,jip,j i p,,Nagaraja2013,27_die_a,False,^j i p$,default
Palaung-27_die-1,,Palaung,27_die,jəm,jəm,j ə m,,Nagaraja2013,27_die_b,False,^j ə m$,default
Khmu-27_die-1,,Khmu,27_die,haːn,haːn,h aː n,,Nagaraja2013,27_die_c,False,^h aː n$,default
Khasi-28_dig-1,,Khasi,28_dig,tiʔ,tiʔ,t i ʔ,,Nagaraja2013,28_dig_a,False,^t i ʔ$,default
Lyngngam-28_dig-1,,Lyngngam,28_dig,tɨnniet,tɨnniet,t ɨ nː i e t,,Nagaraja2013,28_dig_a,False,^t ɨ nn i e t$,default
PnarJaintia-28_dig-1,,PnarJaintia,28_dig,tiʔ,tiʔ,t i ʔ,,Nagaraja2013,28_dig_a,False,^t i ʔ$,default
WarLamin-28_dig-1,,WarLamin,28_dig,tɪəʔ,tɪəʔ,t ɪ ə ʔ,,Nagaraja2013,28_dig_a,False,^t ɪ ə ʔ$,default
Palaung-28_dig-1,,Palaung,28_dig,puər,puər,p u ə r,,Nagaraja2013,28_dig_b,False,^p u ə r$,default
Khmu-28_dig-1,,Khmu,28_dig,kʰɨəŋ,kʰɨəŋ,kʰ ɨ ə ŋ,,Nagaraja2013,28_dig_c,False,^kʰ ɨ ə ŋ$,default
Khasi-29_dirty-1,,Khasi,29_dirty,ɟaboʔ / ɟakʰlia,ɟaboʔ,ɟ a b o ʔ,,Nagaraja2013,29_dirty_a,False,^ɟ a b o ʔ$,default
Khasi-29_dirty-2,,Khasi,29_dirty,ɟaboʔ / ɟakʰlia,ɟakʰlia,ɟ a kʰ l i a,,Nagaraja2013,29_dirty_a,False,^ɟ a kʰ l i a$,default
Lyngngam-29_dirty-1,,Lyngngam,29_dirty,dɨmmut / ɟɨmbaʲt ,dɨmmut,d ɨ mː u t,,Nagaraja2013,29_dirty_b,False,^d ɨ mm u t$,default
Lyngngam-29_dirty-2,,Lyngngam,29_dirty,dɨmmut / ɟɨmbaʲt ,ɟɨmbaʲt,ɟ ɨ m b ai̯ t,,Nagaraja2013,29_dirty_b,False,^ɟ ɨ m b aʲ t$,default
PnarJaintia-29_dirty-1,,PnarJaintia,29_dirty,taroj,taroj,t a r oi̯,,Nagaraja2013,29_dirty_c,False,^t a r oj $,default
WarLamin-29_dirty-1,,WarLamin,29_dirty,ʧəmet,ʧəmet,tʃ ə m e t,,Nagaraja2013,29_dirty_d,False,^ʧ ə m e t$,default
Palaung-29_dirty-1,,Palaung,29_dirty,ɟu ɟu (?),ɟu ɟu,ɟ u + ɟ u,,Nagaraja2013,29_dirty_e,False,^ɟ u + ɟ u$,default
Khmu-29_dirty-1,,Khmu,29_dirty,ruk,ruk,r u k,,Nagaraja2013,29_dirty_f,False,^r u k$,default
Khasi-30_dog-1,,Khasi,30_dog,ksew,ksew,k s e w,,Nagaraja2013,30_dog_a,False,^ks e w$,default
Lyngngam-30_dog-1,,Lyngngam,30_dog,ksu,ksu,k s u,,Nagaraja2013,30_dog_a,False,^ks u$,default
PnarJaintia-30_dog-1,,PnarJaintia,30_dog,ksaw,ksaw,k s a w,,Nagaraja2013,30_dog_a,False,^ks a w$,default
WarLamin-30_dog-1,,WarLamin,30_dog,ksɪa,ksɪa,k s ɪ a,,Nagaraja2013,30_dog_a,False,^ks ɪ a$,default
Palaung-30_dog-1,,Palaung,30_dog,sɔ,sɔ,s ɔ,,Nagaraja2013,30_dog_a,False,^s ɔ$,default
Khmu-30_dog-1,,Khmu,30_dog,sɔʔ,sɔʔ,s ɔ ʔ,,Nagaraja2013,30_dog_a,False,^s ɔ ʔ$,default
Khasi-31_drink-1,,Khasi,31_drink,diʔ,diʔ,d i ʔ,,Nagaraja2013,31_drink_a,False,^d i ʔ$,default
Lyngngam-31_drink-1,,Lyngngam,31_drink,dɨnniet,dɨnniet,d ɨ nː i e t,,Nagaraja2013,31_drink_a,False,^d ɨ nn i e t$,default
